zip,lat,lng
12972,44.55812,-73.57351
12973,44.2987,-74.59401
12974,44.0529,-73.47041
12975,44.5291,-73.43052
12976,44.50619,-74.21604
12977,44.28018,-74.07955
12978,44.61634,-73.80874
12979,44.99163,-73.37333
12980,44.56117,-74.49364
12981,44.62649,-73.84303
12983,44.32137,-74.20288
12985,44.56301,-73.74966
12986,44.23209,-74.49055
12987,44.32195,-73.76709
12989,44.53739,-74.063
12992,44.8158,-73.51816
12993,44.19893,-73.47219
12996,44.36021,-73.43946
12997,44.37545,-73.84318
12998,44.08463,-73.579
13020,42.81647,-76.07455
13021,42.92379,-76.55886
13024,42.93454,-76.57423
13026,42.74967,-76.66094
13027,43.16746,-76.36419
13028,43.2969,-75.93471
13029,43.22348,-76.14999
13030,43.15504,-75.96071
13031,43.04563,-76.30833
13032,43.07809,-75.76528
13033,43.18619,-76.57006
13034,42.91191,-76.69379
13035,42.9408,-75.82567
13036,43.32375,-76.17336
13037,43.06035,-75.86576
13039,43.16855,-76.0691
13040,42.56139,-75.93225
13041,43.19065,-76.19758
13042,43.26755,-75.85561
13044,43.29438,-75.99873
13045,42.58146,-76.19211
13051,42.8768,-75.90869
13052,42.72245,-75.86346
13053,42.47462,-76.26598
13054,43.17083,-75.67213
13057,43.09534,-76.04015
13060,43.02427,-76.41883
13061,42.86189,-75.75686
13062,42.4851,-76.38411
13063,42.84626,-75.97705
13064,43.32924,-76.70983
13066,43.03271,-76.00321
13068,42.49979,-76.3587
13069,43.33216,-76.37919
13071,42.67797,-76.54112
13072,42.76325,-75.76409
13073,42.58517,-76.39787
13074,43.30983,-76.54781
13076,43.35587,-76.1526
13077,42.71392,-76.19595
13078,42.96083,-76.06157
13080,43.08434,-76.47897
13081,42.67359,-76.62122
13082,43.10052,-75.95324
13083,43.6484,-75.98126
13084,42.88899,-76.11305
13087,42.7064,-76.15587
13088,43.10998,-76.18713
13090,43.15168,-76.21356
13092,42.65168,-76.4234
13101,42.59851,-76.06728
13102,42.55271,-76.29248
13103,43.32708,-76.10831
13104,42.96313,-75.9557
13108,42.97329,-76.33094
13110,42.89315,-76.28534
13111,43.25868,-76.62045
13112,43.10146,-76.41846
13113,43.16266,-76.53856
13114,43.46386,-76.24422
13115,43.39866,-76.47876
13116,43.07482,-76.00787
13117,43.00931,-76.70749
13118,42.75086,-76.39059
13120,42.93959,-76.1742
13122,42.84187,-75.85947
13123,43.23355,-75.76908
13124,42.64605,-75.81796
13126,43.43486,-76.46232
13131,43.42122,-76.09224
13132,43.26679,-76.2447
13134,42.96738,-75.6847
13135,43.25488,-76.31913
13136,42.61469,-75.84903
13138,42.89915,-76.01454
13140,43.05983,-76.65899
13141,42.7632,-76.18349
13142,43.55147,-76.1307
13143,43.23326,-76.71529
13144,43.56996,-75.97433
13145,43.65044,-76.1212
13146,43.0901,-76.75786
13147,42.77501,-76.5644
13148,42.91464,-76.7847
13152,42.8926,-76.38469
13153,42.99654,-76.45361
13155,42.65491,-75.78004
13156,43.33302,-76.66058
13157,43.20488,-75.72357
13158,42.71911,-75.96671
13159,42.80198,-76.11349
13160,42.82792,-76.65173
13162,43.18407,-75.72001
13163,43.0807,-75.71107
13164,43.09407,-76.3161
13165,42.91188,-76.87612
13166,43.07093,-76.55733
13167,43.31407,-76.06023
13202,43.04381,-76.15068
13203,43.06114,-76.13495
13204,43.05077,-76.17707
13205,43.00524,-76.14204
13206,43.07349,-76.1058
13207,43.01383,-76.16415
13208,43.07874,-76.14526
13209,43.08508,-76.2486
13210,43.03014,-76.12607
13211,43.10359,-76.11948
13212,43.12819,-76.13128
13214,43.0382,-76.0743
13215,42.97997,-76.23038
13219,43.03979,-76.22278
13224,43.03715,-76.1029
13290,43.07079,-76.17364
13301,43.41729,-75.22038
13302,43.49522,-75.96966
13303,43.36598,-75.46494
13304,43.24242,-75.16453
13305,43.89223,-75.42124
13308,43.24881,-75.66616
13309,43.47366,-75.3481
13310,42.89222,-75.57275
13312,43.7074,-75.20768
13313,42.88019,-75.27283
13314,42.81673,-75.31946
13315,42.74414,-75.14515
13316,43.4095,-75.74262
13317,42.85503,-74.58309
13318,42.91908,-75.25773
13319,43.0264,-75.26694
13320,42.77725,-74.73844
13321,43.0879,-75.37398
13322,42.96517,-75.20226
13323,43.04174,-75.37911
13324,43.32621,-74.95408
13325,43.57631,-75.52688
13326,42.7146,-74.90441
13327,43.95983,-75.27646
13328,42.98507,-75.429
13329,43.11123,-74.69824
13331,43.84298,-74.90042
13332,42.75678,-75.57549
13333,42.83368,-74.82328
13334,42.82873,-75.65804
13335,42.70267,-75.25046
13337,42.75391,-74.9812
13338,43.50141,-74.97935
13339,42.93996,-74.66664
13340,43.05083,-75.11372
13341,43.0361,-75.39698
13342,42.6546,-75.19102
13343,43.75056,-75.31074
13345,43.68855,-75.33017
13346,42.81801,-75.54386
13348,42.70859,-75.06768
13350,43.06185,-74.98873
13352,43.31274,-75.11641
13353,43.46576,-74.72544
13354,43.2631,-75.26965
13355,42.81267,-75.42864
13357,42.96705,-75.08337
13360,43.72756,-74.73795
13361,42.90373,-74.86827
13362,42.98218,-75.52199
13363,43.3273,-75.51383
13364,42.80502,-75.26104
13365,43.1214,-74.8449
13367,43.85827,-75.30587
13368,43.63877,-75.27511
13402,42.90116,-75.50495
13403,43.1692,-75.2708
13404,43.73635,-75.47172
13406,43.13529,-74.91789
13407,42.96895,-74.94448
13408,42.91981,-75.66916
13409,42.97648,-75.5951
13410,42.93103,-74.61255
13411,42.63306,-75.31162
13413,43.05898,-75.27709
13415,42.59653,-75.19847
13416,43.18705,-74.95615
13417,43.10096,-75.2938
13418,42.84506,-75.38218
13420,43.70795,-74.99236
13421,43.06521,-75.64464
13424,43.15238,-75.36526
13425,42.9635,-75.48701
13428,42.92177,-74.54059
13431,43.21291,-75.07749
13433,43.58639,-75.26501
13435,43.30516,-75.15067
13436,43.81103,-74.66038
13437,43.59719,-75.80364
13438,43.34881,-75.16444
13439,42.85611,-74.99561
13440,43.21598,-75.46131
13441,43.22639,-75.40825
13450,42.70193,-74.8103
13452,43.03926,-74.6285
13454,43.20988,-74.75733
13456,42.99999,-75.25549
13459,42.7765,-74.5882
13460,42.68706,-75.45419
13461,43.07041,-75.59912
13464,42.68586,-75.61754
13468,42.84523,-74.85576
13469,43.21526,-75.29956
13470,43.19982,-74.64135
13471,43.42057,-75.6175
13472,43.69405,-75.0594
13473,43.64444,-75.46384
13475,42.89381,-74.83025
13476,43.08838,-75.50959
13477,43.03291,-75.51291
13478,43.14924,-75.58207
13480,42.91577,-75.3675
13483,43.39757,-75.82556
13484,42.86633,-75.65921
13485,42.78675,-75.31488
13486,43.34664,-75.34962
13488,42.691,-74.74894
13489,43.46716,-75.54189
13490,43.11009,-75.42646
13491,42.86272,-75.17634
13492,43.11988,-75.32875
13493,43.43417,-75.89572
13494,43.53267,-75.14125
13495,43.11085,-75.27752
13501,43.08125,-75.22635
13502,43.14099,-75.16112
13601,43.96838,-75.90673
13602,44.05127,-75.76504
13603,44.03703,-75.79779
13605,43.80618,-76.04894
13606,43.87206,-76.01523
13607,44.31524,-75.919
13608,44.2403,-75.62522
13612,43.98821,-75.7716
13613,44.86385,-74.74076
13614,44.53089,-75.69114
13615,44.04018,-75.98509
13616,44.02608,-75.85861
13617,44.5792,-75.14931
13618,44.11925,-76.27578
13619,43.97907,-75.60121
13620,43.91039,-75.45017
13621,44.83972,-75.07205
13622,44.09671,-76.11278
13623,44.44976,-75.75247
13624,44.21199,-76.09426
13625,44.53799,-74.92593
13626,43.84126,-75.72062
13628,44.0316,-75.68246
13630,44.49742,-75.31529
13633,44.48686,-75.48393
13634,44.00948,-76.07736
13635,44.3039,-75.2504
13636,43.74343,-76.11664
13637,44.09632,-75.83001
13638,44.02032,-75.74888
13639,44.2541,-75.13798
13640,44.32224,-75.99117
13641,44.27524,-76.00474
13642,44.33609,-75.45708
13643,44.03181,-75.71709
13646,44.43933,-75.67844
13647,44.60584,-74.98059
13648,44.14914,-75.31807
13650,43.80752,-76.206
13651,43.868,-76.17874
13652,44.44226,-75.20324
13654,44.56872,-75.45567
13655,44.97809,-74.6513
13656,44.19138,-75.94969
13658,44.73794,-75.27739
13659,43.73818,-75.87133
13660,44.77123,-75.15848
13661,43.70988,-76.10606
13662,44.9322,-74.8844
13664,44.58426,-75.64532
13665,44.0477,-75.44368
13666,44.21772,-74.94226
13667,44.83726,-74.96392
13668,44.75496,-74.98605
13669,44.6441,-75.49517
13670,44.16999,-75.11349
13672,44.50261,-74.68515
13673,44.16665,-75.71884
13674,43.73823,-76.05526
13675,44.27907,-75.84834
13676,44.653,-74.92142
13677,44.51126,-75.17881
13678,44.82086,-74.98385
13679,44.32437,-75.76427
13680,44.59421,-75.32386
13681,44.42851,-75.37088
13682,43.84193,-75.8901
13684,44.36187,-75.04066
13685,43.92448,-76.17347
13687,44.42317,-74.82047
13690,44.11593,-75.01035
13691,44.22541,-75.7832
13692,44.28887,-76.02632
13693,44.02833,-76.25075
13694,44.85099,-75.16108
13695,44.10979,-74.92161
13696,44.69472,-74.88802
13697,44.74892,-74.8095
13730,42.22934,-75.53325
13731,42.12927,-74.78925
13732,42.04413,-76.168
13733,42.30321,-75.48204
13734,42.07439,-76.40764
13736,42.31851,-76.19833
13739,42.36614,-74.79281
13740,42.27136,-74.75077
13743,42.21616,-76.33854
13744,42.23865,-75.90912
13746,42.27242,-75.83524
13748,42.0345,-75.81702
13750,42.47127,-74.84609
13751,42.4508,-74.90131
13752,42.18312,-74.90136
13753,42.30733,-74.92678
13754,42.09109,-75.4358
13755,42.06285,-74.99797
13756,42.00622,-75.10093
13757,42.40895,-74.90374
13760,42.1349,-76.08467
13774,41.9655,-75.15925
13775,42.3309,-75.1471
13776,42.47058,-75.33294
13777,42.25815,-75.9896
13778,42.34332,-75.75481
13780,42.42488,-75.47926
13782,42.16647,-74.98201
13783,41.9914,-75.26477
13784,42.42693,-76.22137
13786,42.4414,-74.69464
13787,42.20504,-75.66757
13788,42.35102,-74.65813
13790,42.17019,-75.99803
13794,42.39312,-76.0137
13795,42.0607,-75.77999
13796,42.55069,-75.13978
13797,42.33042,-76.04827
13801,42.50961,-75.77965
13802,42.2494,-76.04051
13803,42.45654,-76.06327
13804,42.21024,-75.3739
13806,42.37348,-74.96509
13807,42.60875,-74.98652
13808,42.5279,-75.25647
13809,42.40381,-75.39554
13810,42.61172,-75.1116
13811,42.23178,-76.17458
13812,42.03013,-76.3539
13813,42.16688,-75.54751
13815,42.54689,-75.53118
13820,42.47468,-75.04058
13825,42.43937,-75.2022
13826,42.1026,-75.63986
13827,42.11192,-76.2546
13830,42.44002,-75.62797
13832,42.65776,-75.67579
13833,42.19942,-75.7672
13834,42.53386,-74.96276
13835,42.38956,-76.17119
13838,42.28573,-75.39269
13839,42.26141,-75.25798
13841,42.41375,-75.83693
13842,42.37369,-74.72398
13843,42.52442,-75.37338
13844,42.61008,-75.67041
13845,42.05471,-76.35374
13846,42.36281,-75.05218
13847,42.18592,-75.29064
13849,42.34381,-75.31152
13850,42.04876,-76.02661
13856,42.16588,-75.16721
13859,42.37092,-75.24854
13860,42.4514,-74.93801
13861,42.5053,-75.1491
13862,42.33638,-75.93851
13863,42.44848,-75.90866
13864,42.28926,-76.3927
13865,42.06276,-75.63308
13901,42.1824,-75.87988
13902,42.08888,-75.96892
13903,42.04737,-75.89543
13904,42.13079,-75.81597
13905,42.18011,-75.94471
14001,43.03296,-78.51205
14004,42.89467,-78.50971
14005,42.91694,-78.2503
14006,42.63368,-79.02321
14008,43.31174,-78.62669
14009,42.57462,-78.39319
14011,42.83226,-78.29695
14012,43.33439,-78.52548
14013,43.08141,-78.39763
14020,42.99624,-78.21274
14024,42.58014,-78.2492
14025,42.6222,-78.72705
14026,42.94239,-78.68798
14028,43.3161,-78.71781
14030,42.56626,-78.50097
14031,42.98721,-78.61075
14032,43.04672,-78.63074
14033,42.66062,-78.68688
14034,42.49818,-78.86094
14035,42.49073,-78.84831
14036,42.97503,-78.38734
14037,42.80578,-78.45513
14039,42.83638,-78.16926
14040,42.88925,-78.38116
14041,42.40358,-78.97358
14042,42.469,-78.48654
14043,42.90191,-78.70339
14047,42.68585,-78.99348
14048,42.48052,-79.31161
14051,43.04221,-78.69906
14052,42.77018,-78.58105
14054,42.91517,-78.1275
14055,42.55467,-78.6014
14057,42.64582,-78.87732
14058,43.10243,-78.16272
14059,42.83363,-78.636
14060,42.44658,-78.30793
14061,42.59387,-79.07934
14062,42.4409,-79.15074
14063,42.414,-79.32601
14065,42.48717,-78.31345
14066,42.62421,-78.18037
14067,43.21573,-78.56662
14068,43.02746,-78.75649
14069,42.60762,-78.63381
14070,42.4361,-78.92583
14072,43.01819,-78.96356
14075,42.71394,-78.83238
14080,42.64406,-78.54661
14081,42.56181,-79.06362
14082,42.65656,-78.38237
14085,42.71412,-78.92916
14086,42.90809,-78.62904
14091,42.54238,-78.88369
14092,43.17357,-78.99361
14094,43.16018,-78.7009
14098,43.33438,-78.3806
14101,42.38953,-78.54357
14102,42.83931,-78.55687
14103,43.21227,-78.37666
14105,43.19782,-78.48395
14108,43.26333,-78.72701
14109,43.13777,-79.03521
14111,42.58254,-78.9008
14112,42.6981,-78.9395
14113,42.67163,-78.33968
14120,43.07363,-78.83645
14125,43.0871,-78.2784
14126,43.33565,-78.72558
14127,42.75176,-78.74377
14129,42.48009,-79.01038
14130,42.55599,-78.14771
14131,43.23624,-78.89904
14132,43.14932,-78.8777
14134,42.52748,-78.52419
14135,42.48767,-79.2409
14136,42.52306,-79.17042
14138,42.37026,-79.05056
14139,42.71657,-78.53477
14141,42.52208,-78.70939
14143,42.97556,-78.07337
14145,42.73004,-78.42813
14150,42.99782,-78.87829
14167,42.74412,-78.32487
14168,42.52038,-78.99068
14169,42.76612,-78.52369
14170,42.70227,-78.67089
14171,42.42279,-78.64277
14172,43.28315,-78.81813
14173,42.52601,-78.47312
14174,43.24097,-79.00178
14201,42.89667,-78.88697
14202,42.88793,-78.88309
14203,42.86381,-78.8658
14204,42.88221,-78.86135
14206,42.88088,-78.8114
14207,42.95173,-78.89779
14208,42.91609,-78.85301
14209,42.91402,-78.86605
14210,42.86351,-78.82739
14211,42.90779,-78.81906
14212,42.89422,-78.82018
14213,42.91804,-78.89281
14214,42.93952,-78.84083
14215,42.93535,-78.81069
14216,42.94848,-78.8617
14217,42.97183,-78.87686
14218,42.81966,-78.82865
14219,42.78893,-78.82691
14220,42.84565,-78.82321
14221,42.98002,-78.72285
14222,42.91977,-78.87686
14223,42.97346,-78.84621
14224,42.83781,-78.74799
14225,42.92895,-78.75165
14226,42.97098,-78.79873
14227,42.88425,-78.74615
14228,43.04091,-78.78122
14261,43.00198,-78.78534
14301,43.09583,-79.04052
14302,43.0939,-79.04919
14303,43.08501,-79.03812
14304,43.09942,-78.95199
14305,43.11961,-79.02227
14411,43.23425,-78.21193
14414,42.89349,-77.73514
14415,42.75548,-77.01708
14416,43.07902,-77.98172
14418,42.60783,-77.2151
14420,43.212,-77.93455
14422,43.08233,-78.0657
14423,42.94419,-77.82759
14424,42.84815,-77.30818
14425,42.99155,-77.33801
14427,42.62049,-78.05368
14428,43.07741,-77.85949
14432,42.95739,-77.1435
14433,43.08198,-76.8786
14435,42.71313,-77.66234
14437,42.57523,-77.73829
14441,42.68523,-76.95727
14445,43.11262,-77.48992
14450,43.09166,-77.41702
14454,42.7969,-77.77384
14456,42.8459,-77.00121
14462,42.68655,-77.75113
14464,43.32706,-77.93617
14466,42.77652,-77.5811
14467,43.04168,-77.61017
14468,43.29112,-77.80539
14469,42.87755,-77.46599
14470,43.21053,-78.05341
14471,42.75386,-77.49222
14472,42.96729,-77.57913
14475,42.9378,-77.4984
14476,43.32922,-78.04473
14477,43.33361,-78.13592
14478,42.5779,-77.12632
14479,43.23624,-78.31386
14480,42.83948,-77.70683
14481,42.76189,-77.92144
14482,42.97701,-77.97232
14485,42.87991,-77.60055
14486,42.8943,-77.92158
14487,42.81176,-77.63595
14489,43.08496,-76.99002
14502,43.09728,-77.33547
14504,42.96905,-77.23154
14505,43.16056,-77.17323
14506,43.00176,-77.50701
14507,42.69781,-77.27025
14510,42.69013,-77.87462
14511,42.99763,-77.87806
14512,42.64558,-77.39159
14513,43.07279,-77.09532
14514,43.09985,-77.79969
14516,43.20068,-76.91599
14517,42.59241,-77.89582
14519,43.2326,-77.31398
14521,42.67538,-76.80747
14522,43.06112,-77.22122
14525,42.87328,-78.01243
14526,43.15111,-77.44759
14527,42.66712,-77.0653
14529,42.53997,-77.63825
14530,42.73343,-78.00479
14532,42.96449,-77.0258
14533,42.84444,-77.88555
14534,43.05585,-77.52019
14536,42.54192,-78.0833
14537,43.03584,-77.16341
14539,42.83458,-77.87489
14541,42.75657,-76.84444
14542,43.14733,-76.86014
14543,42.98756,-77.6774
14544,42.75658,-77.24347
14545,42.66491,-77.70101
14546,43.031,-77.77345
14548,42.97605,-77.24386
14549,42.70004,-78.01723
14550,42.67783,-78.09104
14551,43.21915,-77.04497
14555,43.25922,-76.97814
14559,43.18805,-77.81798
14560,42.68378,-77.57082
14561,42.82046,-77.13175
14564,42.98295,-77.42408
14568,43.14723,-77.28382
14569,42.73931,-78.17138
14571,43.34256,-78.25309
14572,42.56536,-77.571
14580,43.2193,-77.44551
14585,42.90629,-77.55337
14586,43.0418,-77.68688
14588,42.68099,-76.87062
14589,43.24008,-77.17253
14590,43.24228,-76.82725
14591,42.83196,-78.09835
14592,42.87217,-77.89574
14604,43.15678,-77.60479
14605,43.1683,-77.60203
14606,43.17128,-77.69857
14607,43.15081,-77.58644
14608,43.1536,-77.6238
14609,43.17753,-77.55277
14610,43.14258,-77.54548
14611,43.14749,-77.64714
14612,43.26574,-77.67613
14613,43.18222,-77.6404
14614,43.15754,-77.61503
14615,43.20342,-77.65596
14616,43.23464,-77.65755
14617,43.22509,-77.59363
14618,43.113,-77.55536
14619,43.13615,-77.64897
14620,43.12891,-77.60517
14621,43.18971,-77.60374
14622,43.21386,-77.55399
14623,43.08846,-77.64239
14624,43.12739,-77.7323
14625,43.14899,-77.50534
14626,43.2143,-77.71383
14627,43.12861,-77.62917
14701,42.0788,-79.25735
14706,42.11331,-78.52578
14707,42.07738,-78.0605
14708,42.01639,-78.06417
14709,42.35235,-77.98556
14710,42.09033,-79.42211
14711,42.32604,-78.12146
14712,42.18102,-79.36726
14714,42.28999,-78.23324
14715,42.0676,-78.14919
14716,42.3788,-79.43513
14717,42.364,-78.18399
14718,42.34481,-79.28727
14719,42.33848,-78.87923
14720,42.10857,-79.28113
14721,42.01386,-78.26648
14722,42.20939,-79.46821
14723,42.3104,-79.13985
14724,42.05281,-79.6687
14726,42.25158,-79.02122
14727,42.20785,-78.29184
14728,42.26302,-79.41968
14729,42.4035,-78.7434
14731,42.3005,-78.65037
14732,42.2319,-79.11636
14733,42.14916,-79.17462
14735,42.45147,-78.09768
14736,42.14089,-79.74611
14737,42.33512,-78.43048
14738,42.04548,-79.06035
14739,42.19164,-78.14761
14740,42.21957,-79.18406
14741,42.21772,-78.59825
14742,42.12015,-79.30688
14743,42.20296,-78.40516
14744,42.42232,-78.21068
14747,42.15401,-79.09133
14748,42.13712,-78.63735
14750,42.07978,-79.32928
14752,42.35173,-79.31982
14753,42.05049,-78.64552
14754,42.02571,-78.2059
14755,42.23644,-78.81303
14756,42.19788,-79.42123
14757,42.23673,-79.50416
14760,42.07338,-78.41388
14767,42.05172,-79.51133
14769,42.36811,-79.47649
14770,42.04244,-78.30415
14772,42.155,-78.95337
14774,42.08839,-78.14914
14775,42.2322,-79.69519
14777,42.39179,-78.2615
14778,42.07758,-78.48324
14779,42.10645,-78.77776
14781,42.16117,-79.60186
14782,42.26661,-79.26045
14783,42.07798,-78.88412
14784,42.3153,-79.38065
14787,42.31124,-79.57054
14788,42.06205,-78.38018
14801,42.09688,-77.28862
14802,42.25326,-77.78926
14803,42.2543,-77.78687
14804,42.31717,-77.84886
14805,42.35884,-76.72417
14806,42.15996,-77.77932
14807,42.41922,-77.71193
14808,42.55966,-77.46691
14809,42.41969,-77.44608
14810,42.3487,-77.34272
14812,42.29326,-76.99553
14813,42.24794,-77.99107
14814,42.15003,-76.95274
14815,42.37458,-77.09279
14816,42.19533,-76.73129
14817,42.36488,-76.34272
14818,42.44809,-76.81885
14819,42.22047,-77.43861
14820,42.19226,-77.35933
14821,42.23413,-77.21433
14822,42.43085,-77.84964
14823,42.24857,-77.55377
14824,42.26709,-76.70087
14825,42.05508,-76.62115
14826,42.49153,-77.49693
14827,42.18065,-77.14283
14830,42.12985,-77.03315
14836,42.5163,-77.9178
14837,42.49726,-77.01723
14838,42.18734,-76.66605
14839,42.13945,-77.64475
14840,42.44214,-77.18832
14841,42.52534,-76.84091
14842,42.59462,-76.96503
14843,42.31834,-77.64549
14845,42.20497,-76.83565
14846,42.53471,-78.00099
14847,42.60396,-76.73981
14850,42.43101,-76.49959
14853,42.44773,-76.47959
14854,42.50574,-76.61477
14855,42.14206,-77.50282
14856,42.3767,-77.36651
14858,42.02999,-77.13565
14859,42.11991,-76.53526
14860,42.59358,-76.83621
14861,42.08993,-76.68477
14864,42.27828,-76.84167
14865,42.34857,-76.83399
14867,42.34405,-76.61415
14869,42.36507,-76.77186
14870,42.16768,-77.13458
14871,42.04026,-76.91143
14872,42.24239,-76.8678
14873,42.52238,-77.29841
14874,42.53016,-77.17551
14877,42.05664,-77.6859
14878,42.45028,-76.94341
14879,42.31621,-77.19003
14880,42.17744,-77.97066
14881,42.40056,-76.35671
14882,42.58016,-76.55496
14883,42.23929,-76.4812
14884,42.48015,-77.8885
14885,42.04656,-77.57035
14886,42.50471,-76.68977
14889,42.21521,-76.58135
14891,42.37724,-76.94575
14892,42.04832,-76.52704
14893,42.46781,-77.10772
14894,42.02236,-76.769
14895,42.07697,-77.93709
14897,42.02921,-77.79237
14898,42.05701,-77.43902
14901,42.08198,-76.74428
14903,42.12526,-76.87563
14904,42.06982,-76.79987
14905,42.0883,-76.84392
